root	mode	first_line	verdict
testdir:typeparam/issue48598.go	interpreted	unregistered nil bridge type "IteratorFunc[int]"	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue49547.go	interpreted	output should be empty when (optional) expected-output file typeparam/issue49547.out is not present. Instead saw	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue50481c.go	interpreted	unregistered bridge type "__gosource_pkg_0_T"	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue51521.go	interpreted	FAIL runtime error: invalid memory address or nil pointer dereference	missing=0;wording=0;extra=0;class=-
testdir:typeparam/issue54302.go	interpreted	panic: FAIL	missing=0;wording=0;extra=0;class=-
testdir:typeparam/list2.go	interpreted	runtime: goroutine stack exceeds 1000000000-byte limit	missing=0;wording=0;extra=0;class=-
testdir:typeparam/listimp2.go	interpreted	runtime: goroutine stack exceeds 1000000000-byte limit	missing=0;wording=0;extra=0;class=-
testdir:typeparam/mdempsky/15.go	interpreted	unregistered bridge type "*interface"	missing=0;wording=0;extra=0;class=-
testdir:typeparam/settable.go	interpreted	panic: got [0x256e50506a50], want [0x256e50506b58]	missing=0;wording=0;extra=0;class=-
testdir:uintptrescapes.go	interpreted	command exceeded time limit	missing=0;wording=0;extra=0;class=-
testdir:uintptrescapes.go	compiled	F2: got 0, want 42	missing=0;wording=0;extra=0;class=-
testdir:uintptrescapes3.go	interpreted	uintptrescapes3.go:51:29: gosource: original callback signature requires value-semantics parameters and supported results	missing=0;wording=0;extra=0;class=-
